id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"203,687",Other,Closed,toilet running. Kealahou St. Kalama Vally Park.,12/30/15 10:21,2/17/16 7:49,"(21.299545, -157.673309)",2015
"203,654",Other,Closed,Pothole on Diamond Head Road -just makai of college bathrooms/par course. Been reported on pothole hotline by Lori Komer- still not repaired. Happy New Year!,12/30/15 7:44,12/30/15 13:28,"(21.268372, -157.800735)",2015
"203,646",Other,Closed,Dumping on side of the road.,12/30/15 7:21,1/7/16 9:55,"(21.348101991, -157.823378213)",2015
"203,521",Other,Closed,Missing Oahu/Kamehaeha Aves street name signs. Install on existing stop sign located on traffic island,12/29/15 11:41,12/30/15 12:19,"(21.302796, -157.8208401)",2015
"203,437",Other,Closed,Please pick up the garbage. We have been waiting since Friday.,12/29/15 7:41,1/7/16 13:55,"(21.307732, -157.844696)",2015
"203,369",Other,Closed,Light out on busy pedestrian corner. Corner of Uluniu and Koa.,12/29/15 1:44,1/28/16 8:45,"(21.275747, -157.824387)",2015
"203,352",Other,Closed,Hi sir,,,,1899
"203,350",Other,Closed,The benches behind the Prince Kuhio statue on Kalakaua Ave in Waikiki constantly have standing water under them because of poor drainage/construction of the surface of this park. This significantly reduces the usefulness of the park benches. This needs t,12/28/15 15:50,2/25/16 8:41,"(21.273316743, -157.824008479)",2015
"203,318",Other,Closed,"Moanalua Stream bed at corner of Ala Aolani and Ala Hekili on the area Mauka side, appears to be sunken in and giving out. Large cracks also appearing on right side of stream.",12/28/15 13:06,12/30/15 12:19,"(21.367424, -157.891312)",2015
"203,247",Other,Closed,This construction vehicle has been obstructing traffic on the main road from ninitz to nuuanu and no one appears to using it. Can it be moved?,12/28/15 8:54,12/29/15 8:01,"(21.309893, -157.862823)",2015
"203,105",Other,Closed,Round metal plate left by road contractors after street repaving.,12/27/15 10:56,2/2/18 14:35,"(21.299828, -157.710571)",2015
"203,041",Other,Closed,"Noise complaint. Apparently my neighbors have decided to have a brass band in their car port. Is this allowed? Don't we all have some rights? I can't hear my own TV in my own living room, with the windows and doors all closed!",12/26/15 18:43,12/30/15 14:42,"(21.29102769, -157.82745444)",2015
"203,034",Other,Closed,Pot Holes x2,12/26/15 17:17,12/30/15 11:34,"(21.319321, -157.868683)",2015
"203,030",Other,Closed,The street signs in both directions are faded badly and unreadable. The trees in the areas appear in need of pruning.,12/26/15 16:02,12/30/15 11:54,"(21.389717, -157.959625)",2015
"203,016",Other,Closed,Homeless by baseball field,12/26/15 13:35,2/2/18 14:35,"(21.33056584, -157.90114428)",2015
"202,873",Other,Closed,"Constituent reports entrance to Waialae stream mouth clogged. Observes much shoreline sand has accumulated, preventing flow and causing backwater to remain stagnant. Notes much debris and observes water quality in canal may be poor. Requests City DFM ass",12/25/15 7:04,12/29/15 13:37,"(21.269402, -157.776947)",2015
"202,851",Other,Closed,"Sad, Waianae residents and our area always gets treated bad, who do I contact to at least get the whole jetti fixed because it is beyond hazardous.",12/24/15 17:49,1/4/16 8:48,"(21.441196, -158.19072)",2015
"202,849",Other,Closed,Pot Hole,12/24/15 17:45,12/30/15 11:18,"(21.340509, -157.913101)",2015
"202,848",Other,Closed,Pot Hole,12/24/15 17:43,12/30/15 11:20,"(21.339375, -157.912582)",2015
"202,798",Other,Closed,"I'm really sorry, but the path of Liliokolani Batanical Garden has been tagged! It's very frustrating to have these people do this to such a beautiful place. Could you please help. Thank you.",12/24/15 10:00,2/25/16 7:00,"(21.320129, -157.855881)",2015
"202,690",Other,Closed,Pothole Ewa Direction just past Fort Derussy Parking entrance.,12/23/15 13:39,12/23/15 13:51,"(21.280005, -157.833542)",2015
"202,689",Other,Closed,2 potholes ewa direction just before Fort Derussy Parking lot,12/23/15 13:37,12/23/15 13:48,"(21.279474, -157.832947)",2015
"202,652",Other,Closed,Graffiti. Has been there for months. Forest city navy housing says it is not their responsibility,12/23/15 10:21,12/23/15 10:42,"(21.348726, -157.923889)",2015
"202,646",Other,Closed,Pothole,12/23/15 9:49,12/29/15 13:28,"(21.302345, -157.845139)",2015
"202,589",Other,Closed,we ask that you address the damage / broken utility box on Kawaihae street. this has been like thia for the last 3+ months,12/23/15 6:07,12/23/15 11:26,"(21.290254451, -157.71860531)",2015
"202,502",Other,Closed,Missing grating around tree on King in front of 112 N King Street,12/22/15 11:14,2/2/18 14:35,"(21.311983, -157.863983)",2015
"202,453",Other,Closed,"After you exit the H-1 at Houghtailing and turn left at Houghtailing going makai, there are 2 large, deep potholes in the makai-bound lane closest to the middle line. Note that attached photo is after the potholes. Couldn't take a photo as I was drivi",12/22/15 8:36,12/22/15 14:05,"(21.32937, -157.870728)",2015
"202,444",Other,Closed,"The water fountain on AlapaiStreet by the Dole basketball/tennis courts has been vandalized again & the basin is off its moorings. I hope it can be easily repaired, although my dog seems to like it.",12/22/15 7:57,3/14/16 16:21,"(21.308136, -157.850143)",2015
"202,415",Other,Closed,Illegally parked jeep. Parked on the wrong side of the road. No parting signs posted .,12/22/15 6:33,12/30/15 9:59,"(21.28590408, -157.812852436)",2015
"202,387",Other,Closed,Please come out and repaint the crosswalk. The crosswalk is used by Waianae high and intermediate school not to mention the mass of homeless people and kids who use it to get to football traffic at the boat harbor. Mahalo,12/22/15 4:44,2/2/18 14:35,"(21.452421, -158.194778)",2015
"202,278",Other,Closed,"This Boulder was reported to have fallen on the middle of the road, but was moved to unimproved sidewalk. Requesting removal.",12/21/15 11:23,12/22/15 14:31,"(21.316269, -157.842651)",2015
"202,215",Other,Closed,"Cars park blocking trash pick up, fire hydrant, or drive way.",12/21/15 7:06,12/30/15 9:58,"(21.286055297, -157.813133045)",2015
"202,113",Other,Closed,Recycle bin has been full and not picked up in three (3) weeks. Karl Bromwell,12/20/15 14:25,12/30/15 8:23,"(21.315666, -157.844345)",2015
"202,110",Other,Closed,Graffiti located behind Keiwit Construction in Aiea and there is a homeless camp behind Homeworld.,12/20/15 13:02,12/21/15 13:44,"(21.382736, -157.94664)",2015
"202,059",Other,Closed,Mahalo for the nice work replacing the canoe docks! The paddling clubs really appreciate your work.,12/20/15 8:26,12/21/15 11:26,"(21.285248, -157.828537)",2015
"202,018",Other,Closed,Multiple boats with expired registration decals and a small homemade floating craft that a person is currently living parked in a boat slip (see photo attached) at the ala wai small boat harbor. Harbor is in dire need of repair and enforcement.,12/19/15 14:18,12/21/15 10:33,"(21.2851691, -157.8435724)",2015
"201,994",Other,Closed,Large number of shopping carts stored along public sidewalk. Used and abandoned.,12/19/15 12:03,1/28/16 9:08,"(21.31573369, -157.86233062)",2015
"201,979",Other,Closed,Huge Pothole on right lane going east bound,12/19/15 10:19,12/22/15 14:21,"(21.296789, -157.850677)",2015
"201,923",Other,Closed,"Right next to the entrance of the Diamond Head Tennis Court parking lot. The chain and post ripped out of ground. People get locked in the parking lot and run over this chain to get out, I think. Thanks",12/18/15 20:34,2/17/16 7:50,"(21.262589, -157.81839)",2015
"201,893",Other,Closed,Large pothole in the mauka-bound lane close to the middle line.,12/18/15 18:34,12/22/15 14:33,"(21.306805, -157.848236)",2015
"201,859",Other,Closed,Multiple boats without state registration and with expired boat registration stickers docked at the ala wai small boat harbor. Also a small homemade craft that a person is living in at a slip,12/18/15 12:52,12/18/15 14:03,"(21.2851691, -157.8435724)",2015
"201,814",Other,Closed,"Once again, taggers have hit the Kawananakoa park bathrooms! And there is a boulder that has been marked that looks terrible over at the Liliokolani Botanical Garden! I have an idea. Why not have spray paint cans that are purchased be registered for vand",12/18/15 9:00,3/10/16 6:32,"(21.319458, -157.852814)",2015
"201,742",Other,Closed,There is a city storm drain under this pool of rain that has continuously failed to drain adequately. Therefore creating a significant hydroplane liability to traffic on the makai bound lane of Oahu Ave. as well as impeding access to the residential driv,12/17/15 19:17,2/2/18 14:34,"(21.310343, -157.814438)",2015
"201,608",Other,Closed,"The pedestrian walk/don't walk signal at the corner of Ward & Prospect, diamond head side at top of Ward, has not been functioning for weeks that I've noticed.. Someone was recently hit by a car here. She suffered a head injury & her dog was killed. Come",12/17/15 6:25,2/17/16 10:27,"(21.308325, -157.847626)",2015
"201,576",Other,Closed,Found this frog near my home. Just want to make sure not a coqui frog.,12/17/15 0:15,12/17/15 8:06,"(21.28787, -157.827286)",2015
"201,560",Other,Closed,Parked illegally in red zone and in the sidewalk.,12/16/15 17:12,12/18/15 13:20,"(21.306534, -157.846436)",2015
"201,527",Other,Closed,It's really hard for employees to park their cars when these shops take up all the parking,12/16/15 14:10,2/2/18 14:34,"(21.323395, -157.888763)",2015
"201,335",Other,Closed,Left green arrow directly across McDonald's not working,12/15/15 22:14,2/17/16 13:31,"(21.400436, -158.007278)",2015
"201,313",Other,Closed,Water fountain at dog park in Moanalua Gardens seems to have a big leak.,12/15/15 14:39,3/8/16 8:03,"(21.350693, -157.89505)",2015
"201,218",Other,Closed,"I'm at a loss of what to do with children, like this, swimming at the waterfalls. I was told to call the police, I don't think the police are interested in kids swimming in dangerous waters. Any advice, please?",12/15/15 8:57,12/30/15 7:51,"(21.319809, -157.856277)",2015
"201,055",Other,Closed,Repair asphalt around metal water valve cover middle of road. Thank you,12/14/15 14:12,12/29/15 14:19,"(21.385773, -157.919083)",2015
"200,833",Other,Closed,"Submitting again since photo did not upload with the last request. As they are doing construction in, I believe, building a new residence, they have erected a makeshift shed of some sort on the corner of the lot, right next to the telephone pole. Since t",12/13/15 13:18,12/30/15 7:49,"(21.328957, -157.85762)",2015
"200,831",Other,Closed,"As they are doing construction in, I believe, building a new residence, they have erected a makeshift shed of some sort on the corner of the lot, right next to the telephone pole. Since this temporary shed is of plank wood, it does not allow for any sigh",12/13/15 13:11,12/30/15 7:49,"(21.328918, -157.85762)",2015
"200,825",Other,Closed,Catch basin deteriating. Bar loose and hanging. Across from house 91-1535 and corner curb of Maipuhi St and Keanui Dr.,12/13/15 11:58,12/15/15 16:21,"(21.337341, -158.020615)",2015
"200,823",Other,Closed,Illegal parking on city and county land because there's an illegal chicken fight going on Bond Street 3rd house from the end intersection Malako and bond,12/13/15 11:44,12/29/15 16:05,"(21.34092807, -158.04372406)",2015
"200,739",Other,Closed,Illegal Parking that can cause accidents blocking stop sign,12/13/15 0:14,12/29/15 9:26,"(21.393808, -158.02771)",2015
"200,680",Other,Closed,Mud and gravel run off from farm.,12/12/15 10:52,2/2/18 14:34,"(21.334221, -157.723389)",2015
"200,566",Other,Closed,Crossing button is broken,12/11/15 17:24,2/17/16 13:31,"(21.3302205, -157.86946975)",2015
"200,406",Other,Closed,Parking violation no parking on the street allowed,12/10/15 18:29,12/30/15 8:31,"(21.341773832, -158.037883549)",2015
"200,320",Other,Referred To Dept,This Freight Loading Zone curb needs to be repainted yellow. It also is to short I think the parking meter stall should be removed behind it lengthening it. As it is to short for large trucks as they will encroach on the nearby driveway.,12/10/15 10:59,,"(21.29363027, -157.84202865)",2015
"200,318",Other,Referred To Dept,This loading zone needs to be repainted yellow it is badly faded. It is also to short for large trucks to fit as the can encrouch on the driveway. I think eliminating the metered stall directly behind will slove that problem adding additional length.,12/10/15 10:55,,"(21.29318915, -157.84122604)",2015
"200,317",Other,Closed,In this intersection Makaloa and Amanda people are making their own stalls. It creates a problem for pedestrians to cross as the cannot see on coming cars. The parking enforcement and HPD both cite violators could the city put up no parking signs? The ma,12/10/15 10:47,12/11/15 16:15,"(21.293121975, -157.840635848)",2015
"200,203",Other,Closed,Vandalism of trash. Trash bin in park area was tiped over and left.,12/9/15 17:29,1/25/16 14:35,"(21.31857057, -157.85825358)",2015
"200,140",Other,Closed,"2nd request. It's still here! This was placed by the paving company when Hardesty was paved. First request a few weeks back was """"assigned to dept """" then closed with no explanation or action. Who is responsible when the webbing around the straw ends up",12/9/15 10:39,12/22/15 8:14,"(21.28838607, -157.79990146)",2015
"200,005",Other,Closed,There are broken or not working lights around the community center that needs repair.,12/8/15 18:33,2/2/18 14:34,"(21.297729, -157.844971)",2015
"199,995",Other,Closed,"Hello.Are you aware, I can't even guess, how many people press this button to cross the street? It's sad, because only the only ones who press it drive cars! And I can think of how many people don't even wash their hands before pressing it! This is one o",12/8/15 17:00,1/14/16 9:37,"(21.323441, -157.857437)",2015
"199,959",Other,Closed,"Broken curb at Mauka/Diamond Head side of intersection of Bates St and Huake St. Safety concern, rebar sticking out.",12/8/15 12:22,12/10/15 13:17,"(21.322624, -157.852615)",2015
"199,797",Other,Closed,Very faded paint at crosswalks.,12/7/15 15:20,2/2/18 14:34,"(21.29762185, -157.854344516)",2015
"199,795",Other,Closed,Very faded paint and at crosswalk.,12/7/15 15:16,2/2/18 14:34,"(21.297987002, -157.853812797)",2015
"199,793",Other,Closed,Very faded paint at crosswalk.,12/7/15 15:10,2/2/18 14:34,"(21.298393575, -157.853272657)",2015
"199,791",Other,Closed,Very faded paint at mid-block crosswalks.,12/7/15 15:04,2/2/18 14:34,"(21.299815538, -157.852019674)",2015
"199,790",Other,Closed,Very faded paint at crosswalks.,12/7/15 15:01,2/2/18 14:29,"(21.301014805, -157.85108777)",2015
"199,789",Other,Closed,Very faded paint at crosswalks.,12/7/15 14:56,2/2/18 14:29,"(21.301999558, -157.850278771)",2015
"199,787",Other,Closed,Very faded paint and poor lighting at crosswalks.,12/7/15 14:50,2/2/18 14:29,"(21.3038602, -157.849455)",2015
"199,760",Other,Closed,Pothole. Sorry about the photo guys but saw it on the way in to work and couldn't take a picture but it is there and the road is not well travelled. Thanks,12/7/15 12:38,12/7/15 15:57,"(21.324927688, -157.800942306)",2015
"199,667",Other,Closed,Can you set the lights going makai on nuuanu so that they are all timed? Often times people going into town during rush hour hit every light just as they turn red.,12/7/15 7:48,2/2/18 14:29,"(21.312187, -157.860123)",2015
"199,543",Other,Closed,Street sign fell down. Tripping hazard.,12/6/15 10:36,12/7/15 15:51,"(21.358511, -158.091202)",2015
"199,514",Other,Closed,"Pothole, caused tire and vehicle damage",12/6/15 7:05,12/7/15 16:00,"(21.321976, -157.878967)",2015
"199,466",Other,Closed,Rusted playground equipment,12/5/15 14:10,12/21/15 16:09,"(21.267952, -157.815887)",2015
"199,439",Other,Closed,"Washed Up Boat , tires.Been here 2 weeks already.",12/5/15 10:13,12/7/15 12:19,"(21.396093, -157.723785)",2015
"199,384",Other,Closed,Pothole,12/4/15 17:53,12/7/15 15:45,"(21.272202, -157.798309)",2015
"199,204",Other,Closed,Pothole all long the east side of H1 starting a mile before the H3 exit,12/3/15 15:25,12/7/15 11:46,"(21.366570677, -157.927918965)",2015
"199,085",Other,Closed,Pothole,12/3/15 8:20,2/2/18 14:29,"(21.360259584, -158.029174832)",2015
"199,005",Other,Closed,Pothole,12/2/15 22:41,2/2/18 14:29,"(21.376434431, -158.025672116)",2015
"199,004",Other,Closed,Pole hole,12/2/15 22:38,2/2/18 14:29,"(21.341114939, -158.02524114)",2015
"198,792",Other,Closed,Near the area of 143 Prospect Street and during the daytime 3 parking stalls are coned off by the drivers of the vehicles which were parked there during the night time hours. Placement of orange cones doesn't allow anyone else to utilize the stalls.,,,,1899
"198,741",Other,Closed,Pole hole,12/1/15 15:12,,"(21.354999702, -157.938985133)",2015
"198,663",Other,Closed,Pavement failure,12/1/15 8:36,12/23/15 8:43,"(21.292648, -157.72496)",2015
"198,524",Other,Closed,Lid collapsed service box in sidewalk,11/30/15 19:25,12/4/15 14:26,"(21.282547, -157.797638)",2015
"198,512",Other,Closed,Is this how the city stripes roads now?,11/30/15 17:50,12/7/15 13:24,"(21.334885, -157.83577)",2015
"198,511",Other,Closed,Two broken swings at Kaimuki playground. One has been broken for many months. Please repair. These are heavily used. Thanks,11/30/15 17:14,12/21/15 16:09,"(21.283569, -157.801102)",2015
"198,507",Other,Closed,"There is a bent metal rebar sticking out of the ground. Students are tripping over it. Someone tripped, fell, and scraped her face on the ground because of it.",11/30/15 15:57,11/30/15 16:15,"(21.389217, -157.99472)",2015
"198,423",Other,Closed,Meter #152 located on S. King St. makai side of street between Tesoro and KITV/Archer Condo.,11/30/15 9:10,,"(21.302856, -157.852783)",2015
"198,343",Other,Closed,When is Kulauli St btwn Makalani and Puohala going to be repaved? It's been 15+ years since the road has been repaved. The pump trucks travel daily along this road on their way to the SPS and the pot holes are getting so bad that the patching just doesn',11/29/15 20:53,2/2/18 14:29,"(21.406281, -157.795792)",2015
"198,342",Other,Closed,"All the red paint on the curb has come off and people have started to park there, too close to the fire hydrant and driveways.",11/29/15 20:50,2/2/18 14:29,"(21.286538494, -157.825403476)",2015
"198,327",Other,Closed,At Judd park attached to the phone booth pole is an abandoned bike frame locked to the pole. Please remove it. The phone is right next to the bus stop.,11/29/15 15:29,12/14/15 15:39,"(21.289555, -157.832169)",2015
"198,236",Other,Closed,Potholes over 6inches deep. Serious road Hazard!!! At least 4,11/28/15 16:39,2/2/18 14:28,"(21.394974, -157.972946)",2015
"198,158",Other,Closed,Missing stop sign. Street light # 20 1121 missing stop sign is also located next to 91-932 Puhikani St.,11/28/15 1:02,2/2/18 14:28,"(21.330297, -158.023407)",2015
"198,139",Other,Closed,Metal plate is rusty and deteriorating. Somrine could get hurt.,11/27/15 17:15,2/16/18 12:34,"(21.306076, -157.846878)",2015
"198,138",Other,Closed,Pothole on sidewalk in front of Rainbow School. Please repair.,11/27/15 17:04,12/7/15 16:18,"(21.414001, -157.795715)",2015
"198,091",Other,Closed,Standing water at Hanauma bay. Breeding misquetos. There for months. Solution may be misqueto dunks. Or drain.,11/27/15 9:01,1/19/16 14:42,"(21.27380381, -157.69526726)",2015
"198,047",Other,Closed,large pothole on Harding mauka bound under overpass,11/26/15 20:17,11/27/15 9:03,"(21.287821, -157.812866)",2015
"197,888",Other,Closed,Can someone please call me regarding my 2 requests I sent last night? 375-8792. Requests are now closed but cars were still there this morning,11/25/15 8:35,11/25/15 8:50,"(21.582077, -158.139786)",2015
"197,823",Other,Closed,Pole hole,11/24/15 22:59,11/25/15 8:24,"(21.388733925, -158.023638845)",2015
"197,822",Other,Closed,Pole hole,11/24/15 22:51,12/9/15 14:33,"(21.362715954, -158.027968524)",2015
"197,742",Other,Closed,There are two large pot holes as you're exciting the freeway.,11/24/15 10:43,11/24/15 11:19,"(21.302139971, -157.836744125)",2015
"197,714",Other,Closed,Broken sidewalk is a trip hazard. Previously reported but ticket was closed with no fix!,11/24/15 8:18,2/2/18 14:29,"(21.42444097, -158.00265332)",2015
"197,709",Other,Closed,Crosswalk marker is a trip hazard.,11/24/15 8:13,2/2/18 14:29,"(21.42466267, -158.00261677)",2015
"197,622",Other,Closed,Dead bird!,11/23/15 21:13,2/2/18 14:29,"(21.268951, -157.815155)",2015
"197,586",Other,Closed,"On makai diamond head side of intersection of Cooke/Kawaihao, broken storm drain.",11/23/15 14:29,11/24/15 16:12,"(21.300659, -157.855972)",2015
"197,564",Other,Closed,2 potholes on the corner of Kapiolani and Mahukona streets. Potholes are on kapiolani Blvd.,11/23/15 12:59,2/2/18 14:29,"(21.291824, -157.839798)",2015
"197,509",Other,Closed,"Overgrowth on sidewalk on Mauka side of Moanalualani Place, across from First Assembly of God",11/23/15 8:11,2/2/18 14:29,"(21.366447, -157.902908)",2015
"197,504",Other,Closed,"Hazardous sidewalk on Moanalualani Place, about 2 inch difference.",11/23/15 8:06,12/3/15 11:55,"(21.366684, -157.903137)",2015
"197,429",Other,Closed,Street lamp out on a very busy street.,11/23/15 0:14,2/2/18 14:29,"(21.276381, -157.825027)",2015
"197,401",Other,Closed,Low spot in road makes giant pond in front of my driveway. Road was paved over the last year and only made it worse.,11/22/15 13:57,2/2/18 14:29,"(21.419449, -157.750427)",2015
"197,363",Other,Closed,Graffti says fu*king haloes to blame on sidewalk,11/22/15 9:08,2/2/18 14:29,"(21.27639, -157.760071)",2015
"197,359",Other,Closed,"At about 0600, traffic light at corner of Queen Emma & Vineyard did not give ""walk"" signal when the traffic light changed even though people were pressing the pole button from both sides of Vineyard. So we all ran because it was pouring rain. Suddenly",11/22/15 8:32,2/2/18 14:29,"(21.311529, -157.855438)",2015
"197,285",Other,Closed,Traffic signals not working...No Police present...very dangerous intersection,11/21/15 10:22,12/31/15 14:16,"(21.318985, -157.853699)",2015
"197,284",Other,Closed,I think we have an infestation of this beetle in our star fruit tree.,11/21/15 10:21,11/23/15 10:51,"(21.425049, -158.176559)",2015
"197,120",Other,Closed,Numerous potholes from where it connects to Judd Street all the way up to the cemetary offices but especially at Waiolani Judd School,11/20/15 9:08,2/2/18 14:28,"(21.324965, -157.85202)",2015
"197,094",Other,Closed,This is the second month that the bulk trash guys have not picked up this old hot water heater.,11/20/15 8:30,11/27/15 7:20,"(21.289543, -157.827606)",2015
"197,074",Other,Closed,"At 545 this am, in the dark, I tripped, flex in the air, landed 4 ft away from tripping on a raised metal cover over the sidewalk. I presume its there for rail construction. I was able to roll over, stand ,call family for a ride wet and muddy to go home,",11/20/15 8:01,2/2/18 14:28,"(21.371220955, -157.932190468)",2015
"196,971",Other,Referred To Dept,Traffic lights out at Waialae and Palolo,11/19/15 15:21,,"(21.2871994, -157.8082251)",2015
"196,589",Other,Closed,"There are numerous access panels in the sidewalks in the Kamiloiki area that are loose, and lift up while walking over them. Just this morning my wife stepped on one, lifting up the other end, which came down and smashed my toe in between the two pieces",11/18/15 8:15,2/2/18 14:28,"(21.301609, -157.68573)",2015
"196,347",Other,Closed,Crosswalk signal does not work,11/17/15 8:23,1/7/16 14:38,"(21.294731, -157.851501)",2015
"195,808",Other,Closed,Asphalt pavement along lumiauau has many potholes and is in disrepair. Entire street should be addressed.,11/14/15 7:44,2/2/18 14:28,"(21.408076197, -158.008731843)",2015
"195,503",Other,Closed,Potholes from traffic in & out of Waiolani Judd School,11/12/15 14:45,11/27/15 15:06,"(21.325199, -157.851685)",2015
"195,425",Other,Closed,Dengue fever hotbed. Mosquitos everywhere.,11/12/15 9:09,11/12/15 9:39,"(21.267746, -157.782211)",2015
"195,368",Other,Closed,Dead dove bird in the middle of sidewalk.,11/12/15 6:19,11/13/15 9:05,"(21.272236, -157.815689)",2015
"195,113",Other,Closed,Storm drain clogged at ala aolani and ala napunani bridge.,11/10/15 16:44,11/17/15 8:52,"(21.361903246, -157.897908559)",2015
"194,986",Other,Closed,Burned vehicle debris,11/10/15 7:19,2/2/18 14:28,"(21.35019797, -157.81837544)",2015
"194,891",Other,Closed,Spray painted on the road. Absolutely disrespectful. Please clean,11/9/15 19:35,11/10/15 13:09,"(21.330437, -157.858246)",2015
"194,870",Other,Closed,LIV# SRJ 615,,,,1899
"194,867",Other,Closed,Parking violation parking in front of a no parking sign,11/9/15 18:36,2/2/18 14:28,"(21.33908877, -158.04261406)",2015
"194,865",Other,Closed,Street light is out,11/9/15 18:25,11/23/15 10:17,"(21.287783, -157.820175)",2015
"194,863",Other,Closed,Parking violation no street parking allowed. Orrick Sr. Ewa Villages,11/9/15 18:20,2/2/18 14:28,"(21.340692529, -158.042994291)",2015
"194,832",Other,Closed,This pertains to my previous Request ID 194507 you already closed. We can't see who the owner of the shopping cart is dumped in the canal so can't call them like you advised. Please have it removed. Thanks.,11/9/15 15:31,2/2/18 14:28,"(21.282516, -157.826767)",2015
"194,758",Other,Closed,"Vehicle illegally parked, allowed less than 4 feet driveway clearance at 91-1189 Hoowalea St. Vehicle is red Hyundai HI Lic Plate SDZ 868",11/9/15 11:39,2/2/18 14:28,"(21.332577, -158.011307)",2015
"194,660",Other,Closed,Water main break ... Waianae Boat Harbor entrance.,11/9/15 5:52,12/22/15 7:52,"(21.45257396, -158.19500252)",2015
"194,594",Other,Closed,No street lights working on Malako St,11/8/15 18:20,11/23/15 9:58,"(21.34101001, -158.04362624)",2015
"194,566",Other,Closed,Unacceptable blocking of beach access & emergency access. Please contact me ASAP.,11/8/15 13:26,2/2/18 14:27,"(21.580078, -158.177399)",2015
"194,466",Other,Closed,Street lights are not working properly some not at all so I'm coming on and off,11/7/15 19:39,11/23/15 9:57,"(21.34085867, -158.04359874)",2015
"194,438",Other,Closed,Accident,11/7/15 12:56,11/9/15 9:08,"(21.388498, -157.957077)",2015
"194,421",Other,Closed,Blocking fire hydrant,11/7/15 11:18,11/24/15 7:47,"(21.31386053, -158.01752049)",2015
"194,393",Other,Closed,1 foot hole in fence on the First base line. Still maybe minor but over the last 2 months the hole has been getting bigger. Mahalos,11/7/15 8:58,2/2/18 14:27,"(21.445511, -158.01857)",2015
"194,338",Other,Closed,There is a big pothole in front of the liquor stores driveway.,11/6/15 17:33,11/10/15 13:07,"(21.288322, -157.824478)",2015
"194,194",Other,Closed,Burned remains of vehicle,11/6/15 7:06,2/2/18 14:27,"(21.35014661, -157.81825814)",2015
"194,102",Other,Closed,Metal stub sticking out of pavement,11/5/15 16:18,11/19/15 12:17,"(21.396643, -157.727493)",2015
"194,091",Other,Closed,Abandoned shopping cart left industrial zone. Sidewalk nuisance violation.,11/5/15 14:48,11/19/15 12:23,"(21.326162531, -157.871182513)",2015
"193,934",Other,Closed,White Toyota RAV4 parked in front of stop sign on corner of pilialo street and Kaimuki avenue at 21:40 on 11/4,11/4/15 21:42,,"(21.272614, -157.791)",2015
"193,933",Other,Closed,Asphalt walkway has broken apart. Trip & fall hazard for sure. Please repair as soon as possible.,11/4/15 21:03,2/2/18 14:27,"(21.272011, -157.816376)",2015
"193,898",Other,Closed,Please repair fence near Pauoa Stream near pedestrian overpass on Pacific Heights Road.,11/4/15 15:02,2/2/18 14:27,"(21.318169, -157.851166)",2015
"193,897",Other,Closed,Please make repairs to secure gate at pedestrian overpass near Pacific Heights Road; gate currently secured with caution tape. Please make permanent repairs for gate.,11/4/15 15:01,11/4/15 15:18,"(21.318214, -157.851166)",2015
"193,557",Other,Closed,Edge of storm drain severely damaged. Broken concrete debris obstructing opening.,11/3/15 10:08,11/4/15 7:46,"(21.400299, -158.005386)",2015
"192,987",Other,Closed,Fire hydrant is leaking water.,10/31/15 13:44,11/9/15 15:09,"(21.399719, -157.93692)",2015
"192,939",Other,Closed,Who has responsibility to remove this drain filter? It has been here since the road was repaved. (Note the mushrooms growing.),10/31/15 8:29,11/9/15 15:10,"(21.28840574, -157.79980894)",2015
"192,837",Other,Closed,"Head Eastbound on Farrington Hwy, in Nanakuli. By the Ka Waihona School lane, before you get to Nanakuli Beach Park. These cement man-hole structures are blocking driver's view and making it very difficult to turn onto Farrington Hwy safely. Can they",10/30/15 10:10,10/30/15 10:32,"(21.44967939, -158.18863422)",2015
"192,789",Other,Closed,Sharks cove huge potholes 6Someone will get hurt!,10/30/15 6:38,10/30/15 8:50,"(21.649704, -158.062317)",2015
"192,788",Other,Closed,Overflowing sewer seeping from manhole in front of 99-837 Meaala street in Aiea. First noted wetness around manhole & downgrade in street near 4:30 am today. As of 6:30 am seeping is still visible. No rain in the area this morning.,10/30/15 6:38,2/2/18 14:26,"(21.385458, -157.91713)",2015
"192,717",Other,Closed,"Request island mauls side of Anoi and Keneke st intersection, same as Kulukeoe st to separate the lanes of traffic. Cars coming from likelike turning left on Keneke usually crosses over the oncoming traffic, nearing head on collisions. In addition,many",10/29/15 19:25,2/2/18 14:26,"(21.404274, -157.803314)",2015
"192,714",Other,Closed,"The City & County of Honolulu has updated your service request.Request ID# 189196 - OtherHey Michelle!We've got great news! The status of your Other Service Request ID# 189196 has been updated to:ClosedThank you,The City & County of HonoluluThis message",10/29/15 18:38,10/30/15 8:30,"(21.288223, -157.819748)",2015
"192,566",Other,Closed,Wire down,10/29/15 7:08,10/29/15 8:34,"(21.372917, -157.732529)",2015
"192,431",Other,Closed,guard rail damaged or failing,,,,1899
"192,158",Other,Closed,Pot hole,10/27/15 11:37,2/2/18 14:26,"(21.3446937, -157.8279039)",2015
"192,157",Other,Closed,Pot hole,10/27/15 11:34,10/28/15 16:06,"(21.344228959, -157.828297205)",2015
